Audio	Opus	opus	2026-03-06	OGG page CRC + libopus decode	test_audio_video.webm	57344	1		35
Audio	AAC (M4A)	aac	2026-03-06	MP4 box + AAC syntax decode	sample.m4a	16384	4		31
Audio	AAC (ADTS)	aac_adts	2026-03-06	ADTS framing + syntax	sample.aac	9216	6		20
Audio	MP3	mp3	2026-03-06	Frame sync only — MP3 spec has no data CRC	generated_tone_880hz.mp3	51200	1		1
Audio	WAV	wav	2026-03-06	RIFF structural; no data checksum	sample.wav	9216	0		2
Audio	AIFF	aiff	2026-03-06	IFF structural; no data checksum	sample.aiff	8192	0		1
Audio	CAF	caf	2026-03-06	Chunk walk; no data checksum	sample.caf	9216	0		1
Audio	AU	au	2026-03-06	Header + raw PCM	sample.au	9216	0		0
Audio	Tracker (MOD)	tracker	2026-03-06	No integrity mechanism in format	otm.mod	315392	0		0
Audio	AMR	amr	2026-04-25	Adaptive Multi-Rate audio; frame-table based, no per-frame CRC. Sniper at 14% reflects sync-byte coverage on a 38 B sample. Shotgun N/A.	sample.amr	38	14		
Audio	APE (Monkey's Audio)	ape	2026-04-26	MAC header + descriptor + per-frame CRC32. Full deep-decode validation now wired via vendored upstream Monkey's Audio SDK 12.73 (`deps/libape/`, BSD-3 since 2023). The validator runs structural rigor first (descriptor, header, seek-table monotonicity, audio-region bounds, field sanity, version range) then decodes every frame and surfaces per-frame CRC32-over-decoded-PCM mismatches via the C-shim `validate_ape_decode_check`. Truncation is caught either by the structural seek-table walk (modern v3980+ has audio_data_length) or by the decoder's sample-count-mismatch path. Synthetic 16 KB corpus is now a real APE encoded by the SDK from white-noise WAV (\`mac -c2000\`), so it actually decodes; sniper hits 99% (only the descriptor MD5 bytes — which are byte-level metadata not bitstream — escape detection in some random flips), shotgun hits 100%. Tested with the in-tree Zig tests + tests/cli/ape_validation (11 PASS).	corpus_synthetic.ape	16384	99		100
Audio	CD+G (Karaoke)	cdg	2026-04-25	24-byte fixed-size sectors; structural only — no checksum. 0%/2% confirms fundamental format limit.	sample.cdg	14438	0		2
Audio	DFF (DSDIFF)	dff	2026-04-25	DSD audio container; chunk walk only. Tiny 32 B header-only sample. Shotgun N/A.	sample.dff	32	52		
Audio	DSF (DSD)	dsf	2026-04-25	Sony DSD; structural walk. Shotgun N/A.	sample.dsf	88	60		
Audio	DTS (Digital Surround)	dts	2026-04-25	Frame sync + size walk; no per-frame CRC. Shotgun lift from 4 KB overwrite desyncing the frame stream.	sample.dts	377856	0		51
Audio	TTA (True Audio)	tta	2026-04-25	Per-frame CRC32 catches almost every probed bit flip. Shotgun N/A (sample < 4 KB).	sample.tta	3174	97		
Audio	WavPack	wavpack	2026-04-26	libwavpack 5.9.0 deep decode: every block decoded to PCM, per-block CRC over decoded samples + checksum sub-block + sample-count drift. Block-checksum sub-block (`ID_BLOCK_CHECKSUM`) catches header/bitstream tampering at open-time; post-decode CRC catches arithmetic drift; truncation surfaces as decoded < expected sample count.	corpus_xorshift.wv	120832	100		100
Document & Office	XLS	xls	2026-05-27	BIFF8 records + SST + formulas + cells	poi_formula.xls	178176	22		96
Document & Office	DOC (large)	doc	2026-03-06	FIB + 31 fc/lcb pair bounds + CLX piece table. Detection density drops on large docs — body text is most of the file.	word95_large.doc	617472	2		2
Document & Office	DOC (small)		2026-03-06	Same validator, smaller file — shotgun has ~21% chance of hitting FIB/Table/CLX.	word97_simple.doc	19456			52
Document & Office	PDF		2026-04-27	†Headline numbers are misleading for PDF: detection rate is dominated by which compression filters the document uses for its embedded streams (Flate, DCT/JPEG, JPX/JPEG2000, JBIG2, CCITT), not by the validator. See "PDF detection by stream-filter dominance" subsection below for the breakout table. The exit-code bug from 2026-03-06 was fixed in commit `c304f36` (2026-04-23, Action Item #1).	(varies — see breakout)	0			
Document & Office	OLE2 (PPT)	ole2	2026-03-06	FAT/directory structural only	sample.ppt	933888	0		0
Document & Office	InDesign	indd	2026-03-06	Page structure.	sample.indd	4096	1		73
Document & Office	DOCX	docx	2026-04-23	OOXML = ZIP with per-entry CRC32. Sample replaced 2026-04-23 from Apache 2.0 Tika test corpus.	sample.docx (Tika `testWORD.docx`)	13312	87		100
Document & Office	XLSX	xlsx	2026-04-23	OOXML = ZIP with per-entry CRC32. Sample from Apache Tika.	sample.xlsx (Tika `test-columnar.xlsx`)	10240	82		100
Document & Office	PPTX	pptx	2026-04-23	OOXML = ZIP with per-entry CRC32. Sample from Apache Tika.	sample.pptx (Tika `testPPT.pptx`)	36864	93		100
Document & Office	ODT	odt	2026-04-23	ODF = ZIP with per-entry CRC32. Sample from Apache Tika. Note: currently auto-detected as EPUB (also ZIP) — separate detection-priority bug.	sample.odt (Tika `testODFwithOOo3.odt`)	24576	96		100
Document & Office	ODS	ods	2026-04-23	Same as ODT.	sample.ods (Tika `LibreOfficeCalc_ods_1.3.ods`)	9011	88		100
Document & Office	ODP	odp	2026-04-23	Same as ODT.	sample.odp (Tika `LibreOfficeImpress_odp_1.3.odp`)	24576	97		100
Document & Office	RTF	rtf	2026-04-23	Structural only — RTF has no checksums. Shotgun high because 4 KB overwrite reliably breaks brace matching or control-word syntax.	sample.rtf (Tika `testRTFEmbeddedFiles.rtf`)	1258291	0		92
Document & Office	EML	eml	2026-04-25	UTF-8 + NUL-byte integrity check on the raw file before structural parsing. NUL is never legal in a mail message; flipping the high bit of an ASCII byte produces a lone UTF-8 continuation byte. Caught ~50% of single-bit ASCII flips and ~80% of 4 KB shotgun overwrites.	sample.eml (Tika `testRFC822-big`)	6758	12		84
Document & Office	MBOX	mbox	2026-04-25	Same UTF-8 + NUL-byte check as EML, applied to the whole concatenated file. Shotgun catches every 4 KB random overwrite (random bytes almost always include NUL or invalid UTF-8 sequences). Sniper catches roughly half the random bit flips.	sample.mbox (synthesized from 4 Tika RFC822 messages)	17408	13		100
Document & Office	Pages	pages	2026-04-25	iWork bundle = ZIP with per-entry CRC32. Hand-authored from scratch (no Apple software, no permissive corpus exists); `scripts/build-pages-sample` regenerates a deterministic 8-IWA inner `Index.zip` with high-entropy openssl-AES-CTR payloads plus real plist metadata. CRC32 per entry catches every bit flip and every 4 KB shotgun overwrite.	sample.pages (hand-authored CC0)	57344	100		100
Document & Office	Keynote	keynote	2026-04-25	iWork bundle = ZIP with per-entry CRC32. Hand-authored mirroring the Pages sample; `scripts/build-keynote-sample` regenerates a 9-IWA inner `Index.zip` plus an uncompressed `buildVersionHistory.plist` carrying `com.apple.iWork.Keynote` so the format detector keys on it. CRC32 per entry catches every 4 KB shotgun overwrite and ~99% of single-bit flips.	sample.key (hand-authored CC0)	65536	99		100
Document & Office	Numbers	numbers	2026-04-25	Same iWork-bundle template as Keynote with a Tables/-shaped IWA layout. The `com.apple.iWork.Numbers` marker is stored uncompressed at the head of the outer ZIP. CRC32 per entry catches every probed bit flip and every 4 KB shotgun overwrite.	sample.numbers (hand-authored CC0)	65536	100		100
Document & Office	AI (Adobe Illustrator)	ai	2026-04-25	PostScript-derived header + PDF body. Tiny 372 B sample is mostly PDF magic; later bytes are uncovered text. Shotgun N/A.	sample.ai	372	6		
Document & Office	BAI2 (Bank Admin Inst.)	bai2	2026-04-25	Fixed-format banking text; structural validation of record-type prefixes. No checksum. Shotgun N/A.	sample.bai2	362	20		
Document & Office	CSV	csv	2026-06-22	Structural CSV + mandatory UTF-8 validation. bolter/shotgun reliably produce invalid UTF-8 -> 100%; sniper 26% = flips landing in a multibyte sequence. (Was 0/0/0 before 2026-06-22: CSV was omitted from the extension-remap dispatch and silently skipped its UTF-8 check; fixed and guarded by tests/cli/utf8_required_formats_reject.)	sample.csv	70	0		
Document & Office	ClarisWorks	cwk	2026-04-25	Legacy AppleWorks. Structural walk. Shotgun N/A.	sample.cwk	64	6		
Document & Office	EDIFACT	edifact	2026-04-25	Fixed-format trade messages; validator cross-checks UNH/UNT counts. Shotgun N/A.	sample.edifact	152	37		
Document & Office	EPS	eps	2026-04-25	PostScript header + structural walk. Shotgun N/A.	sample.eps	430	4		
Document & Office	EPUB	epub	2026-04-25	ZIP container with mimetype check; per-entry CRC32. Shotgun N/A.	sample.epub	2048	69		
Document & Office	HTML	html	2026-06-22	Tag-tree parse + UTF-8 validation gated on a declared charset (<meta charset=utf-8>). bolter/shotgun -> 100%; sniper 22% on the >=12 KB fixture.	simple.html	196	2		
Document & Office	iCalendar (RFC 5545)	icalendar	2026-04-25	Structural; BEGIN/END pairing + property syntax. Shotgun N/A.	sample.ics	650	21		
Document & Office	IDML (InDesign)	idml	2026-04-25	ZIP+XML markup; per-entry CRC32. Shotgun N/A.	sample.idml	884	55		
Document & Office	INI	ini	2026-04-25	Plain-text key-value; structural only. Shotgun N/A.	sample.ini	60	17		
Document & Office	JSON	json	2026-06-22	RFC 8259 mandates UTF-8: the validator rejects invalid UTF-8, then parses structure. On the >=12 KB multibyte fixture, bolter/shotgun almost always corrupt a UTF-8 sequence -> 100%; sniper 43% is the share of single-bit flips that land in a multibyte byte or a JSON token.	sample.json	94	47		
Document & Office	JSON5	json5	2026-04-25	JSON5 parser; structural only. Shotgun N/A.	sample.json5	329	30		
Document & Office	MT940 (SWIFT)	mt940	2026-04-25	Banking text; structural only. Shotgun N/A.	sample.mt940	347	11		
Document & Office	MacWrite Document	mwd	2026-04-25	Legacy word processor; structural only. Tiny sample. Shotgun N/A.	sample.mwd	64	0		
Document & Office	NACHA (ACH)	nacha	2026-04-25	Banking fixed-format text; record-type validation. Shotgun N/A.	sample.ach	950	15		
Document & Office	OFX (Open Financial)	ofx	2026-04-25	Banking SGML/XML; structural only. Shotgun N/A.	sample.ofx	850	2		
Document & Office	Plain Text	plain_text	2026-06-22	UTF-8 + control-char check. Invalid UTF-8 that is still Latin-1-decodable falls back to single-byte decode with a WARN (exit 0, so counted as not-detected) -> sniper/bolter ~0%; shotgun 95% because a random 4 KB overwrite injects NUL or undecodable bytes that hard-fail.	sample.txt	254	0		
Document & Office	PTX (Pro Tools)	ptx	2026-04-25	Avid session structural walk. 0%/0% on 40 KB confirms structural-only.	sample.ptx	40755	0		0
Document & Office	QIF (Quicken Interchange)	qif	2026-04-25	Plain-text; structural only. Shotgun N/A.	sample.qif	218	3		
Document & Office	TOML	toml	2026-06-22	TOML structural parse + mandatory UTF-8. bolter/shotgun -> 100% (invalid UTF-8); sniper 42% on the >=12 KB multibyte fixture.	sample.toml	72	37		
Document & Office	TXF (Tax Exchange)	txf	2026-04-25	Plain-text; structural only. Shotgun N/A.	sample.txf	140	3		
Document & Office	vCard (RFC 6350)	vcard	2026-04-25	Structural BEGIN/END pairing + property syntax. Shotgun N/A.	sample.vcf	198	32		
Document & Office	WordPerfect	wpd	2026-04-25	Header walk; structural only. Shotgun N/A.	sample.wpd	512	2		
Document & Office	X12 EDI	x12_edi	2026-04-25	Fixed-format trade messages; ISA/IEA + GS/GE counts cross-validated. Shotgun N/A.	sample.edi	262	21		
Document & Office	XML	xml	2026-06-22	XML well-formedness + mandatory UTF-8. bolter/shotgun -> 100%; sniper 52% from tag/quote/multibyte density on the >=12 KB fixture.	sample.xml	110	64		
Document & Office	YAML	yaml	2026-04-25	Plain-text; structural only. Shotgun N/A.	sample.yaml	68	0		
Document & Office	Markdown	markdown	2026-04-25	Plain-text; structural only. Shotgun N/A.	sample.md	525	0		
Font	TTF	ttf	2026-03-06	Per-table checksum + whole-file checkSumAdjustment (strict mode)	noto_sans_regular.ttf	636928	100		100
Font	OTF	otf	2026-03-06	Per-table checksum + whole-file checkSumAdjustment	source_sans_regular.otf	343040	100		100
Font	WOFF	woff	2026-04-23	Per-table zlib-decompress + origChecksum verification (font_validator.zig:370). Prior "0%/0%" was a stale sweep — the code was already doing the right thing.	roboto_regular.woff	266240	100		100
Font	WOFF2	woff2	2026-04-23	Per-table Brotli-decompress + origChecksum verification. Prior "0%/0%" was a stale sweep. Sniper is lower than WOFF because WOFF2's Brotli framing is more compact (fewer structural bytes), but shotgun still perfect.	roboto_regular.woff2	181248	49		100
Scientific	FITS (with CHECKSUM)	fits_checksum	2026-03-06	CHECKSUM/DATASUM per HDU	sample_with_checksum.fits	5837	100		100
Scientific	FITS (no CHECKSUM)	fits	2026-03-06	Keyword validation only	sample.fits	715776	0		2
Scientific	DICOM	dicom	2026-03-06	Tag structure + value validation	CT_small.dcm	39936	5		20
Scientific	HDF5	hdf5	2026-03-06	Jenkins lookup3 checksum (small file)	sample_v2.h5	6144	4		13
Scientific	PDB (Protein)	pdb_struct	2026-03-06	ATOM/HETATM record cross-validation	1CRN.pdb	50176	16		39
Scientific	CIF (Crystallographic Info)	cif	2026-04-25	Plain-text scientific format; structural only. Shotgun N/A.	sample.cif	145	0		
Scientific	FASTA	fasta	2026-04-25	Plain-text bioinformatics; structural only. Shotgun N/A.	sample.fasta	479	22		
Scientific	FASTQ	fastq	2026-04-25	Plain-text bioinformatics; per-record sequence/quality length cross-check. Shotgun N/A.	sample.fastq	447	28		
Scientific	MAT-File	matlab	2026-04-25	Element header + flag walk; magic + endian + tag length validation. Shotgun N/A.	sample.mat	1331	94		
Scientific	NetCDF	netcdf	2026-04-25	NetCDF classic header walk; HDF5-derived NetCDF-4 reuses HDF5's lookup3 checksums. Tiny sample. Shotgun N/A.	sample.nc	84	39		
Scientific	NIfTI-1	nifti	2026-04-25	Header magic + dims; no checksum. Shotgun N/A.	sample.nii	416	1		
Scientific	Parquet	parquet	2026-04-25	Footer + page CRC32 (not currently verified by validator beyond header). Shotgun N/A.	sample.parquet	484	2		
Scientific	Shapefile	shapefile	2026-04-25	GIS .shp; record-by-record header check + magic. Shotgun N/A.	sample.shp	128	89		
Database	QBW	qbw	2026-03-06	CRC32 per 4096-byte page (v12+)	B18_Managing_Company_Files.qbw	15728640	100		100
Database	SQLite	sqlite	2026-03-06	Page headers + btree structure	chinook.sqlite	1048576	54		100
Database	ACCDB	accdb	2026-03-06	Jet engine page structure (small file)	sample.accdb	4096	1		73
Database	MDB	mdb	2026-03-06	Jet engine page structure (small file)	sample.mdb	4096	1		73
Database	QuickBooks Backup (.qbb)	qbb	2026-04-25	OLE2-based; dispatches through document_validators (no per-stream checksum). Sample shared with ole2/sample.doc.	sample.qbb	19456	8		24
Database	dBASE (.dbf)	dbf	2026-04-25	Header version + date + record-length cross-validation; hand-authored CC0 dBASE III. Sniper rate fundamental (no per-record checksum); shotgun lands in tail records past header-declared range.	sample.dbf	21504	0		100
Archive	CPT	cpt	2026-03-06	CRC per resource fork entry (Compact Pro archive, not audio)	sample.cpt	20480	100		100
Archive	TAR	tar	2026-03-06	Header checksum per 512-byte block	sample.tar	4096	15		73
Archive	7z	sevenz	2026-04-25	7z next-header CRC32 + per-stream CRC32. Hand-authored xorshift corpus (CC0). Both sniper and shotgun catch nearly every flip.	corpus_xorshift.7z	17408	99		100
Archive	AR (Unix archive)	ar	2026-04-25	`!<arch>\n` magic + 60-byte member headers; no per-entry checksum. Shotgun N/A.	minimal.a	88	38		
Archive	BLAR (Blake3 Archive)	blar	2026-04-25	Peter's archive format with Blake3 per-entry hashing. Every probed bit flip detected. Shotgun N/A.	sample.blar	1024	100		
Archive	Brotli	br	2026-04-26	Raw Brotli stream; full streaming decompression via libbrotli. RFC 7932 has no whole-file checksum, but the entropy coder rejects most structurally invalid prefix codes / distance overflows / window-bits errors. ~47% of single-bit flips on dense English-text Huffman streams cascade into decoder failure; the rest decode to wrong-but-valid bytes (silent). 4 KB shotgun overwrites are essentially always rejected. Earlier 0%/0% row used a pathological xorshift random-noise corpus where compressed output is ~8 bits/byte and bit flips are statistically valid Huffman codes; replaced with a deterministic CC0 English-text corpus (scripts/build-brotli-corpus).	realistic_corpus.br	27648	47		100
Archive	Bzip2	bzip2	2026-04-25	CRC32 per block + combined CRC. Hand-authored xorshift corpus (CC0).	corpus_xorshift.bz2	17408	100		100
Archive	CAB (Microsoft)	cab	2026-04-25	Per-folder + per-file CSUM (Adler-like) cross-validated. CC0 sample built via gcab.	corpus_xorshift.cab	27648	100		100
Archive	Gzip	gzip	2026-04-25	CRC32 + ISIZE in trailer. Hand-authored xorshift corpus (CC0).	corpus_xorshift.gz	16384	100		100
Archive	BinHex (.hqx)	hqx	2026-04-25	BinHex 4.0 header + per-fork CRC16. Hand-authored CC0 sample (encoder reverse-engineered from validator).	corpus_xorshift.hqx	13312	100		100
Archive	MBLAR (Multi-Blake3)	mblar	2026-04-25	Peter's manifest-bundle archive; Blake3 per file. Shotgun N/A.	sample.mblar	393	100		
Archive	PAR2	par2	2026-04-25	MD5 of every packet + recovery slice integrity. Built via par2cmdline (BSD-licensed).	corpus_xorshift.par2	34816	100		100
Archive	RAR	rar	2026-04-25	Per-entry CRC32 + RAR5 BLAKE2sp option. CC0 corpus (rar -m5).	corpus_xorshift.rar	16384	100		100
Archive	StuffIt	sit	2026-04-25	Header + entry walk; sniper 94% on 140 B from header dominance. Shotgun N/A.	sample.sit	140	94		
Archive	XZ	xz	2026-04-25	CRC32/CRC64/SHA-256 per stream + index integrity. Hand-authored xorshift corpus (CC0).	corpus_xorshift.xz	16384	100		100
Archive	ZIP	zip	2026-04-25	Per-entry CRC32 + EOCD record. Hand-authored xorshift corpus (CC0).	corpus_xorshift.zip	16384	100		100
Archive	Zstd	zstd	2026-04-25	Frame-level XXH64 + frame footer. Hand-authored xorshift corpus (CC0).	corpus_xorshift.zst	16384	100		100
Archive	Studio One Project (.song)	song	2026-04-25	ZIP-based; per-entry CRC32 + metainfo.xml integrity. Hand-authored CC0 sample.	sample.song	41984	100		100
Archive	StuffIt X (.sitx)	sitx	2026-04-25	Magic + structural header walk only; no per-entry checksums in current validator. Hand-authored.	sample.sitx	16384	0		0
Game ROM	SNES	snes	2026-03-06	Internal ROM checksum + complement	F-ZERO.smc	536576	100		99
Game ROM	GB	gb	2026-03-06	Header checksum only (tiny coverage)	Addams	134144	0		1
Game ROM	GBA	gba	2026-03-06	Header checksum only	Bomberman	8808038	0		0
Game ROM	Genesis	genesis	2026-03-06	Header checksum only	Aero	536576	0		1
Game ROM	NES	nes	2026-03-06	iNES header only	1943	134144	0		0
Game ROM	N64	n64	2026-03-06	No integrity mechanism	Super	8808038	0		0
Game ROM	CHD (MAME)	chd	2026-04-25	MAME's compressed disc; SHA-1 per hunk + global SHA-1. Tiny synthetic 124 B sample. Shotgun N/A.	synthetic_chd.chd	124	10		
Game ROM	NDS (Nintendo DS)	nds	2026-04-25	Header CRC16 (logo + secure area). 41% sniper on 1 KB. Shotgun N/A.	synthetic_nds_rom.nds	1024	41		
Game ROM	WAD (Doom/Wii)	wad	2026-04-25	Lump table; structural only. Tiny synthetic sample — header IS most of file. Shotgun N/A.	sample.wad	12	100		
Disk Image / Filesystem / Executable / Other	DMG	dmg	2026-03-06	Plist + koly trailer	sample.dmg	17408	0		10
